artist,term_str,n,tf,tfidf
ADELE,ask,3,0.00018138944313440957,0.00020633113073642936
ADELE,asked,2,0.00012092629542293972,0.0002266726063143045
ADELE,asking,2,0.00012092629542293972,0.0002266726063143045
ADELE,at,45,0.0027208416470161437,0.0017741974331027385
ADELE,au8197,1,6.046314771146986e-05,0.00014870497724392632
ADELE,avenue,1,6.046314771146986e-05,0.00020916812495539618
ADELE,away,16,0.0009674103633835178,0.0011004326972609566
ADELE,baby,50,0.003023157385573493,0.0034388521789404897
ADELE,back,30,0.0018138944313440958,0.0015861946633704716
ADELE,backbone,4,0.00024185259084587944,0.0008366724998215847
ADELE,bad,6,0.00036277888626881915,0.0002365596577470318
ADELE,balance,1,6.046314771146986e-05,0.00020916812495539618
ADELE,ball,1,6.046314771146986e-05,0.00011333630315715225
ADELE,bare,3,0.00018138944313440957,0.0006275043748661885
ADELE,barely,2,0.00012092629542293972,0.00041833624991079237
ADELE,battle,4,0.00024185259084587944,0.00027510817431523915
ADELE,battling,1,6.046314771146986e-05,0.00020916812495539618
ADELE,be,161,0.009734566781546647,0.006347684149545353
ADELE,bear,2,0.00012092629542293972,0.00029740995448785263
ADELE,beat,3,0.00018138944313440957,0.0002647254885973694
ADELE,beating,1,6.046314771146986e-05,0.00020916812495539618
ADELE,became,1,6.046314771146986e-05,0.00014870497724392632
ADELE,because,6,0.00036277888626881915,0.0004126622614728587
ADELE,become,1,6.046314771146986e-05,0.00011333630315715225
ADELE,bed,5,0.0003023157385573493,0.0001971330481225265
ADELE,been,32,0.0019348207267670355,0.0012616515079841696
ADELE,before,26,0.0015720418404982163,0.0013747020415877421
ADELE,beg,9,0.0005441683294032287,0.0013383447951953367
ADELE,begged,1,6.046314771146986e-05,0.00014870497724392632
ADELE,begin,3,0.00018138944313440957,0.0004461149317317789
ADELE,beginning,1,6.046314771146986e-05,0.00014870497724392632
ADELE,begins,1,6.046314771146986e-05,0.00014870497724392632
ADELE,behind,5,0.0003023157385573493,0.00034388521789404893
ADELE,bein,1,6.046314771146986e-05,8.824182953245646e-05
ADELE,being,6,0.00036277888626881915,0.00031723893267409433
ADELE,believe,9,0.0005441683294032287,0.000618993392209288
ADELE,belong,3,0.00018138944313440957,0.0004461149317317789
ADELE,bernardino,4,0.00024185259084587944,0.0008366724998215847
ADELE,beside,4,0.00024185259084587944,0.00035296731812982585
ADELE,best,13,0.0007860209202491082,0.0006873510207938711
ADELE,better,20,0.0012092629542293971,0.0010574631089136477
ADELE,between,11,0.0006650946248261684,0.0007565474793669077
ADELE,beyond,4,0.00024185259084587944,0.000453345212628609
ADELE,big,4,0.00024185259084587944,0.00027510817431523915
ADELE,bit,2,0.00012092629542293972,0.00017648365906491293
ADELE,bitterness,2,0.00012092629542293972,0.00041833624991079237
ADELE,bittersweet,2,0.00012092629542293972,0.00029740995448785263
ADELE,black,1,6.046314771146986e-05,5.287315544568239e-05
ADELE,blame,7,0.000423242033980289,0.0006176928067271952
ADELE,bleed,2,0.00012092629542293972,0.00029740995448785263
ADELE,bless,3,0.00018138944313440957,0.0006275043748661885
ADELE,blessings,1,6.046314771146986e-05,0.00020916812495539618
ADELE,blew,1,6.046314771146986e-05,0.00014870497724392632
ADELE,blind,1,6.046314771146986e-05,0.00011333630315715225
ADELE,blood,5,0.0003023157385573493,0.0004412091476622823
ADELE,blow,1,6.046314771146986e-05,5.287315544568239e-05
ADELE,blowing,1,6.046314771146986e-05,0.00020916812495539618
ADELE,blue,7,0.000423242033980289,0.0002759862673715371
ADELE,body,3,0.00018138944313440957,0.00020633113073642936
ADELE,boils,1,6.046314771146986e-05,0.00020916812495539618
ADELE,bomb,1,6.046314771146986e-05,0.00020916812495539618
ADELE,bones,2,0.00012092629542293972,0.0002266726063143045
ADELE,border,1,6.046314771146986e-05,0.00020916812495539618
ADELE,bored,1,6.046314771146986e-05,0.00014870497724392632
ADELE,born,2,0.00012092629542293972,0.0002266726063143045
ADELE,borrow,1,6.046314771146986e-05,0.00020916812495539618
ADELE,both,19,0.0011487998065179274,0.001306763827997386
ADELE,bound,2,0.00012092629542293972,0.00041833624991079237
ADELE,bout,1,6.046314771146986e-05,6.877704357880979e-05
ADELE,boy,8,0.0004837051816917589,0.00022222945456789274
ADELE,brave,1,6.046314771146986e-05,0.00011333630315715225
ADELE,braved,1,6.046314771146986e-05,0.00020916812495539618
ADELE,braver,2,0.00012092629542293972,0.00041833624991079237
ADELE,break,5,0.0003023157385573493,0.00013889340910493297
ADELE,breakdown,4,0.00024185259084587944,0.000453345212628609
ADELE,breaking,7,0.000423242033980289,0.0014641768746877731
ADELE,breaks,1,6.046314771146986e-05,8.824182953245646e-05
ADELE,breakthrough,1,6.046314771146986e-05,0.00020916812495539618
ADELE,breath,1,6.046314771146986e-05,8.824182953245646e-05
ADELE,breathe,4,0.00024185259084587944,0.0005948199089757053
ADELE,breathless,2,0.00012092629542293972,0.0002266726063143045
ADELE,bribing,1,6.046314771146986e-05,0.00020916812495539618
ADELE,bring,8,0.0004837051816917589,0.0005502163486304783
ADELE,bringin,2,0.00012092629542293972,0.00041833624991079237
ADELE,bringing,1,6.046314771146986e-05,0.00014870497724392632
ADELE,broke,4,0.00024185259084587944,0.00027510817431523915
ADELE,broken,2,0.00012092629542293972,0.00013755408715761957
ADELE,brunt,1,6.046314771146986e-05,0.00020916812495539618
ADELE,brushing,1,6.046314771146986e-05,0.00020916812495539618
ADELE,build,3,0.00018138944313440957,0.0006275043748661885
ADELE,burn,3,0.00018138944313440957,0.00034000890947145674
ADELE,burned,3,0.00018138944313440957,0.0004461149317317789
ADELE,burnt,1,6.046314771146986e-05,0.00020916812495539618
ADELE,burst,2,0.00012092629542293972,0.00041833624991079237
ADELE,bursting,1,6.046314771146986e-05,0.00020916812495539618
ADELE,but,149,0.009009009009009009,0.0058745648340512895
ADELE,by,21,0.001269726101940867,0.0008279588021146113
ADELE,ca,63,0.003809178305822601,0.0033310087930779903
ADELE,california,2,0.00012092629542293972,0.00041833624991079237
ADELE,call,8,0.0004837051816917589,0.0004229852435654591
ADELE,called,6,0.00036277888626881915,0.0006800178189429135
ADELE,callin,1,6.046314771146986e-05,0.00020916812495539618
ADELE,calls,1,6.046314771146986e-05,8.824182953245646e-05
ADELE,came,3,0.00018138944313440957,0.00020633113073642936
ADELE,can,71,0.00429288348751436,0.001972286409290048
ADELE,can92t,2,0.00012092629542293972,0.00017648365906491293
ADELE,care,7,0.000423242033980289,0.00048143930505166856
ADELE,cares,2,0.00012092629542293972,0.0002266726063143045
ADELE,carry,1,6.046314771146986e-05,0.00011333630315715225
ADELE,case,5,0.0003023157385573493,0.0004412091476622823
ADELE,catch,4,0.00024185259084587944,0.00035296731812982585
ADELE,caught,1,6.046314771146986e-05,0.00011333630315715225
ADELE,cause,37,0.0022371364653243847,0.001956306751490248
ADELE,chance,14,0.000846484067960578,0.0012353856134543905
ADELE,chances,1,6.046314771146986e-05,0.00020916812495539618
ADELE,change,10,0.0006046314771146986,0.0005287315544568238
ADELE,changed,6,0.00036277888626881915,0.0005294509771947388
ADELE,changing,1,6.046314771146986e-05,0.00020916812495539618
ADELE,chaos,1,6.046314771146986e-05,0.00020916812495539618
ADELE,charm,1,6.046314771146986e-05,0.00020916812495539618
ADELE,chase,1,6.046314771146986e-05,8.824182953245646e-05
ADELE,chasing,8,0.0004837051816917589,0.0011896398179514105
ADELE,child,10,0.0006046314771146986,0.0008824182953245645
ADELE,choke,1,6.046314771146986e-05,0.00020916812495539618
ADELE,choose,10,0.0006046314771146986,0.0011333630315715224
ADELE,chose,6,0.00036277888626881915,0.0006800178189429135
ADELE,chula,4,0.00024185259084587944,0.0008366724998215847
ADELE,churched,1,6.046314771146986e-05,0.00020916812495539618
ADELE,circles,1,6.046314771146986e-05,0.00020916812495539618
ADELE,city,2,0.00012092629542293972,0.00017648365906491293
ADELE,claim,1,6.046314771146986e-05,0.00014870497724392632
ADELE,clarity,1,6.046314771146986e-05,0.00014870497724392632
ADELE,clean,6,0.00036277888626881915,0.0005294509771947388
ADELE,clear,1,6.046314771146986e-05,5.287315544568239e-05
ADELE,cleared,2,0.00012092629542293972,0.00041833624991079237
ADELE,clearly,4,0.00024185259084587944,0.0008366724998215847
ADELE,climb,4,0.00024185259084587944,0.0008366724998215847
ADELE,climbin,6,0.00036277888626881915,0.001255008749732377
ADELE,cling,1,6.046314771146986e-05,0.00014870497724392632
ADELE,close,6,0.00036277888626881915,0.0004126622614728587
ADELE,closer,5,0.0003023157385573493,0.0007435248862196315
ADELE,clothes,1,6.046314771146986e-05,0.00011333630315715225
ADELE,clouds,2,0.00012092629542293972,0.00029740995448785263
ADELE,clue,3,0.00018138944313440957,0.0006275043748661885
ADELE,coat,4,0.00024185259084587944,0.00035296731812982585
ADELE,codes,1,6.046314771146986e-05,0.00020916812495539618
ADELE,cold,9,0.0005441683294032287,0.00047585839901114147
ADELE,coldness,1,6.046314771146986e-05,0.00020916812495539618
ADELE,collide,2,0.00012092629542293972,0.00041833624991079237
ADELE,colour,1,6.046314771146986e-05,0.00014870497724392632
ADELE,come,23,0.0013906523973638068,0.0009068120213636219
ADELE,comes,2,0.00012092629542293972,0.00013755408715761957
ADELE,comin,1,6.046314771146986e-05,8.824182953245646e-05
ADELE,coming,2,0.00012092629542293972,0.00017648365906491293
ADELE,compares,2,0.00012092629542293972,0.00041833624991079237
ADELE,complacency,3,0.00018138944313440957,0.0006275043748661885
ADELE,complain,1,6.046314771146986e-05,0.00020916812495539618
ADELE,completely,3,0.00018138944313440957,0.0004461149317317789
ADELE,compromise,1,6.046314771146986e-05,0.00020916812495539618
ADELE,concerned,4,0.00024185259084587944,0.0008366724998215847
ADELE,confused,1,6.046314771146986e-05,0.00020916812495539618
ADELE,consider,1,6.046314771146986e-05,0.00014870497724392632
ADELE,consistency,2,0.00012092629542293972,0.00041833624991079237
ADELE,control,3,0.00018138944313440957,0.00020633113073642936
ADELE,core,2,0.00012092629542293972,0.00041833624991079237
ADELE,corrupt,1,6.046314771146986e-05,0.00020916812495539618
ADELE,could,41,0.002478989056170264,0.002167799373272978
ADELE,count,4,0.00024185259084587944,0.0005948199089757053
ADELE,countin,1,6.046314771146986e-05,0.00014870497724392632
ADELE,coy,1,6.046314771146986e-05,0.00020916812495539618
ADELE,crawling,2,0.00012092629542293972,0.00041833624991079237
ADELE,crazier,1,6.046314771146986e-05,0.00020916812495539618
ADELE,crazy,12,0.0007255577725376383,0.0010589019543894775
ADELE,created,1,6.046314771146986e-05,0.00020916812495539618
ADELE,creep,2,0.00012092629542293972,0.00029740995448785263
ADELE,cried,18,0.0010883366588064574,0.0015883529315842161
ADELE,cruel,18,0.0010883366588064574,0.00204005345682874
ADELE,crumble,2,0.00012092629542293972,0.00029740995448785263
ADELE,crumbles,12,0.0007255577725376383,0.002510017499464754
ADELE,crumblin,1,6.046314771146986e-05,0.00020916812495539618
ADELE,crumbling,4,0.00024185259084587944,0.0005948199089757053
ADELE,cry,10,0.0006046314771146986,0.0006877704357880979
ADELE,crystal,1,6.046314771146986e-05,0.00014870497724392632
ADELE,cure,1,6.046314771146986e-05,0.00014870497724392632
ADELE,curl,1,6.046314771146986e-05,0.00020916812495539618
ADELE,cuts,3,0.00018138944313440957,0.0006275043748661885
ADELE,cutting,1,6.046314771146986e-05,0.00014870497724392632
ADELE,d,35,0.0021162101699014452,0.0018505604405988838
ADELE,dad,1,6.046314771146986e-05,8.824182953245646e-05
ADELE,daddy,1,6.046314771146986e-05,8.824182953245646e-05
ADELE,dare,5,0.0003023157385573493,0.0004412091476622823
ADELE,dark,11,0.0006650946248261684,0.0007565474793669077
ADELE,darkness,1,6.046314771146986e-05,0.00014870497724392632
ADELE,day,8,0.0004837051816917589,0.0005502163486304783
ADELE,daydreamer,1,6.046314771146986e-05,0.00020916812495539618
ADELE,daydreaming,1,6.046314771146986e-05,0.00020916812495539618
ADELE,daylight,2,0.00012092629542293972,0.00029740995448785263
ADELE,days,4,0.00024185259084587944,0.00021149262178272955
ADELE,dead,1,6.046314771146986e-05,0.00011333630315715225
ADELE,dear,1,6.046314771146986e-05,8.824182953245646e-05
ADELE,death,1,6.046314771146986e-05,0.00011333630315715225
ADELE,decide,2,0.00012092629542293972,0.00017648365906491293
ADELE,decisions,1,6.046314771146986e-05,0.00020916812495539618
ADELE,deep,23,0.0013906523973638068,0.0015818720023126254
ADELE,deeper,1,6.046314771146986e-05,0.00020916812495539618
ADELE,deeply,2,0.00012092629542293972,0.00041833624991079237
ADELE,defeat,1,6.046314771146986e-05,0.00014870497724392632
ADELE,defeated,3,0.00018138944313440957,0.0006275043748661885
ADELE,delicate,1,6.046314771146986e-05,0.00014870497724392632
ADELE,deny,2,0.00012092629542293972,0.0002266726063143045
ADELE,depend,1,6.046314771146986e-05,0.00014870497724392632
ADELE,depths,1,6.046314771146986e-05,0.00020916812495539618
ADELE,describe,2,0.00012092629542293972,0.00041833624991079237
ADELE,desert,3,0.00018138944313440957,0.0004461149317317789
ADELE,desire,1,6.046314771146986e-05,0.00014870497724392632
ADELE,despair,2,0.00012092629542293972,0.00041833624991079237
ADELE,desperately,1,6.046314771146986e-05,0.00014870497724392632
ADELE,despite,1,6.046314771146986e-05,0.00014870497724392632
ADELE,devotion,6,0.00036277888626881915,0.001255008749732377
ADELE,devout,1,6.046314771146986e-05,0.00020916812495539618
ADELE,did,22,0.0013301892496523368,0.0011632094198050125
ADELE,die,1,6.046314771146986e-05,5.287315544568239e-05
ADELE,died,2,0.00012092629542293972,0.00029740995448785263
ADELE,diego,3,0.00018138944313440957,0.0006275043748661885
ADELE,difference,2,0.00012092629542293972,0.0002266726063143045
ADELE,different,7,0.000423242033980289,0.00048143930505166856
ADELE,dignity,1,6.046314771146986e-05,8.824182953245646e-05
ADELE,dirty,6,0.00036277888626881915,0.0008922298634635578
ADELE,disguised,1,6.046314771146986e-05,0.00020916812495539618
ADELE,distance,1,6.046314771146986e-05,0.00020916812495539618
ADELE,divine,3,0.00018138944313440957,0.0006275043748661885
ADELE,do,215,0.01299957675796602,0.008476721069268639
ADELE,does,8,0.0004837051816917589,0.0005502163486304783
ADELE,doing,2,0.00012092629542293972,0.00017648365906491293
ADELE,don92t,2,0.00012092629542293972,0.0002266726063143045
ADELE,done,14,0.000846484067960578,0.0012353856134543905
ADELE,doodadadadadadadadah,2,0.00012092629542293972,0.00041833624991079237
ADELE,doodoodoodoo,1,6.046314771146986e-05,0.00020916812495539618
ADELE,door,3,0.00018138944313440957,0.00015861946633704716
ADELE,doors,1,6.046314771146986e-05,0.00014870497724392632
ADELE,doorstep,2,0.00012092629542293972,0.00029740995448785263
ADELE,doubt,10,0.0006046314771146986,0.0011333630315715224
ADELE,doubts,7,0.000423242033980289,0.0014641768746877731
ADELE,down,81,0.0048975149646290584,0.002250073227499914
ADELE,drags,1,6.046314771146986e-05,0.00020916812495539618
ADELE,dream,3,0.00018138944313440957,0.00020633113073642936
ADELE,dreaming,2,0.00012092629542293972,0.00017648365906491293
ADELE,dreams,3,0.00018138944313440957,0.0001182798288735159
ADELE,dreamt,1,6.046314771146986e-05,0.00014870497724392632
ADELE,dress,1,6.046314771146986e-05,0.00011333630315715225
ADELE,dried,1,6.046314771146986e-05,0.00014870497724392632
ADELE,drift,1,6.046314771146986e-05,0.00014870497724392632
ADELE,drink,1,6.046314771146986e-05,8.824182953245646e-05
ADELE,drives,4,0.00024185259084587944,0.0008366724998215847
ADELE,dropper,1,6.046314771146986e-05,0.00020916812495539618
ADELE,drops,1,6.046314771146986e-05,0.00014870497724392632
ADELE,drowned,1,6.046314771146986e-05,0.00020916812495539618
ADELE,drowning,3,0.00018138944313440957,0.0004461149317317789
ADELE,dry,1,6.046314771146986e-05,0.00011333630315715225
ADELE,dust,2,0.00012092629542293972,0.00029740995448785263
ADELE,each,7,0.000423242033980289,0.0006176928067271952
ADELE,eager,1,6.046314771146986e-05,0.00020916812495539618
ADELE,ear,1,6.046314771146986e-05,0.00014870497724392632
ADELE,earn,1,6.046314771146986e-05,0.00014870497724392632
ADELE,earth,2,0.00012092629542293972,0.0002266726063143045
ADELE,easiest,1,6.046314771146986e-05,0.00020916812495539618
ADELE,easily,1,6.046314771146986e-05,0.00011333630315715225
ADELE,easy,17,0.0010278735110949876,0.0015001111020517598
ADELE,edge,3,0.00018138944313440957,0.0004461149317317789
ADELE,ego,1,6.046314771146986e-05,0.00014870497724392632
ADELE,eh,12,0.0007255577725376383,0.002510017499464754
ADELE,else,5,0.0003023157385573493,0.0002643657772284119
ADELE,embrace,1,6.046314771146986e-05,0.00014870497724392632
ADELE,emotions,1,6.046314771146986e-05,0.00014870497724392632
ADELE,emptiness,1,6.046314771146986e-05,0.00020916812495539618
ADELE,empty,2,0.00012092629542293972,0.0002266726063143045
ADELE,end,10,0.0006046314771146986,0.0006877704357880979
ADELE,ending,1,6.046314771146986e-05,0.00014870497724392632
ADELE,endless,1,6.046314771146986e-05,0.00014870497724392632
ADELE,ends,3,0.00018138944313440957,0.00020633113073642936
ADELE,enemy,1,6.046314771146986e-05,0.00020916812495539618
ADELE,enough,9,0.0005441683294032287,0.00047585839901114147
ADELE,erased,1,6.046314771146986e-05,0.00020916812495539618
ADELE,eternally,2,0.00012092629542293972,0.00029740995448785263
ADELE,even,29,0.0017534312836326258,0.001533321507924789
ADELE,evening,1,6.046314771146986e-05,0.00011333630315715225
ADELE,ever,20,0.0012092629542293971,0.000788532192490106
ADELE,everlasting,1,6.046314771146986e-05,0.00020916812495539618
ADELE,every,30,0.0018138944313440958,0.001182798288735159
ADELE,everybody,7,0.000423242033980289,0.00048143930505166856
ADELE,everythin,1,6.046314771146986e-05,0.00014870497724392632
ADELE,everything,28,0.001692968135921156,0.0011039450694861484
ADELE,everywhere,1,6.046314771146986e-05,0.00014870497724392632
ADELE,exactly,5,0.0003023157385573493,0.0004412091476622823
ADELE,excitement,2,0.00012092629542293972,0.00041833624991079237
ADELE,excuse,1,6.046314771146986e-05,0.00014870497724392632
ADELE,excusing,1,6.046314771146986e-05,0.00020916812495539618
ADELE,exhausting,1,6.046314771146986e-05,0.00014870497724392632
ADELE,explain,1,6.046314771146986e-05,0.00014870497724392632
ADELE,explosion,4,0.00024185259084587944,0.0008366724998215847
ADELE,eye,3,0.00018138944313440957,0.00034000890947145674
ADELE,eyes,10,0.0006046314771146986,0.0006877704357880979
ADELE,face,26,0.0015720418404982163,0.0017882031330490546
ADELE,facin,1,6.046314771146986e-05,0.00020916812495539618
ADELE,fade,1,6.046314771146986e-05,8.824182953245646e-05
ADELE,fail,1,6.046314771146986e-05,0.00011333630315715225
ADELE,fair,2,0.00012092629542293972,0.00017648365906491293
ADELE,fake,1,6.046314771146986e-05,0.00011333630315715225
ADELE,faked,2,0.00012092629542293972,0.00041833624991079237
ADELE,fall,37,0.0022371364653243847,0.0025447506124159623
ADELE,falling,2,0.00012092629542293972,0.00010574631089136478
ADELE,far,11,0.0006650946248261684,0.0005816047099025062
ADELE,fault,2,0.00012092629542293972,0.0002266726063143045
ADELE,favourite,1,6.046314771146986e-05,0.00020916812495539618
ADELE,fears,2,0.00012092629542293972,0.00017648365906491293
ADELE,feel,62,0.003748715158111131,0.004264176701886207
ADELE,feeling,8,0.0004837051816917589,0.0004229852435654591
ADELE,feelings,3,0.00018138944313440957,0.0002647254885973694
ADELE,feels,15,0.0009069472156720479,0.0007930973316852358
ADELE,feet,6,0.00036277888626881915,0.0005294509771947388
ADELE,fell,5,0.0003023157385573493,0.00034388521789404893
ADELE,felt,6,0.00036277888626881915,0.00031723893267409433
ADELE,fever,1,6.046314771146986e-05,0.00011333630315715225
ADELE,fickle,2,0.00012092629542293972,0.00041833624991079237
ADELE,fight,9,0.0005441683294032287,0.000618993392209288
ADELE,fighting,2,0.00012092629542293972,0.0002266726063143045
ADELE,figure,1,6.046314771146986e-05,0.00011333630315715225
ADELE,filler,2,0.00012092629542293972,0.00041833624991079237
ADELE,filling,1,6.046314771146986e-05,0.00020916812495539618
ADELE,final,1,6.046314771146986e-05,8.824182953245646e-05
ADELE,finally,4,0.00024185259084587944,0.000453345212628609
ADELE,find,26,0.0015720418404982163,0.0010250918502371377
ADELE,findin,2,0.00012092629542293972,0.00041833624991079237
ADELE,fine,1,6.046314771146986e-05,5.287315544568239e-05
ADELE,fingers,1,6.046314771146986e-05,0.00020916812495539618
ADELE,fingertips,2,0.00012092629542293972,0.00029740995448785263
ADELE,fire,9,0.0005441683294032287,0.00035483948662054764
ADELE,fires,1,6.046314771146986e-05,0.00020916812495539618
ADELE,first,11,0.0006650946248261684,0.0004336927058695583
ADELE,fix,2,0.00012092629542293972,0.0002266726063143045
ADELE,flames,2,0.00012092629542293972,0.00029740995448785263
ADELE,flashing,2,0.00012092629542293972,0.00041833624991079237
ADELE,flies,2,0.00012092629542293972,0.0002266726063143045
ADELE,flood,1,6.046314771146986e-05,0.00020916812495539618
ADELE,floor,3,0.00018138944313440957,0.0002647254885973694
ADELE,floors,1,6.046314771146986e-05,0.00014870497724392632
ADELE,fly,2,0.00012092629542293972,0.00010574631089136478
ADELE,fool,15,0.0009069472156720479,0.0013236274429868468
ADELE,fooling,12,0.0007255577725376383,0.002510017499464754
ADELE,fools,6,0.00036277888626881915,0.001255008749732377
ADELE,for,112,0.006771872543684624,0.001960501912197734
ADELE,forever,6,0.00036277888626881915,0.00031723893267409433
ADELE,forget,9,0.0005441683294032287,0.00047585839901114147
ADELE,forgive,10,0.0006046314771146986,0.0011333630315715224
ADELE,forgiven,3,0.00018138944313440957,0.0004461149317317789
ADELE,forgiveness,2,0.00012092629542293972,0.00029740995448785263
ADELE,forgotten,2,0.00012092629542293972,0.00029740995448785263
ADELE,found,5,0.0003023157385573493,0.00034388521789404893
ADELE,francisco,4,0.00024185259084587944,0.0008366724998215847
ADELE,free,19,0.0011487998065179274,0.001306763827997386
ADELE,freeze,1,6.046314771146986e-05,0.00020916812495539618
ADELE,fresh,2,0.00012092629542293972,0.00029740995448785263
ADELE,friend,5,0.0003023157385573493,0.00034388521789404893
ADELE,friends,3,0.00018138944313440957,0.00020633113073642936
ADELE,from,35,0.0021162101699014452,0.0013799313368576857
ADELE,front,3,0.00018138944313440957,0.00015861946633704716
ADELE,frozen,3,0.00018138944313440957,0.00034000890947145674
ADELE,full,1,6.046314771146986e-05,6.877704357880979e-05
ADELE,fun,10,0.0006046314771146986,0.0005287315544568238
ADELE,funny,2,0.00012092629542293972,0.0002266726063143045
ADELE,further,1,6.046314771146986e-05,0.00014870497724392632
ADELE,future,2,0.00012092629542293972,0.00013755408715761957
ADELE,gallivanting,1,6.046314771146986e-05,0.00020916812495539618
ADELE,game,8,0.0004837051816917589,0.0004229852435654591
ADELE,games,2,0.00012092629542293972,0.00029740995448785263
ADELE,gave,14,0.000846484067960578,0.0020818696814149684
ADELE,gently,6,0.00036277888626881915,0.001255008749732377
ADELE,get,44,0.0026603784993046737,0.0017347708234782331
ADELE,gets,2,0.00012092629542293972,0.00017648365906491293
ADELE,getting,5,0.0003023157385573493,0.00034388521789404893
ADELE,ghost,2,0.00012092629542293972,0.00029740995448785263
ADELE,ghosts,7,0.000423242033980289,0.0010409348407074842
ADELE,gift,2,0.00012092629542293972,0.0002266726063143045
ADELE,girl,1,6.046314771146986e-05,3.94266096245053e-05
ADELE,give,38,0.0022975996130358547,0.002613527655994772
ADELE,given,1,6.046314771146986e-05,0.00011333630315715225
ADELE,giving,10,0.0006046314771146986,0.0008824182953245645
ADELE,givuc0u1077,1,6.046314771146986e-05,0.00020916812495539618
ADELE,glory,2,0.00012092629542293972,0.00041833624991079237
ADELE,go,99,0.005985851623435516,0.005234442389122557
ADELE,god,12,0.0007255577725376383,0.0010589019543894775
ADELE,gold,1,6.046314771146986e-05,6.877704357880979e-05
ADELE,gon,39,0.0023580627607473247,0.0015376377753557068
ADELE,gone,4,0.00024185259084587944,0.00021149262178272955
ADELE,good,11,0.0006650946248261684,0.0001925492949479917
ADELE,goodbye,3,0.00018138944313440957,0.0002647254885973694
ADELE,got,29,0.0017534312836326258,0.0008055817728086111
ADELE,government,1,6.046314771146986e-05,0.00020916812495539618
ADELE,grace,4,0.00024185259084587944,0.0005948199089757053
ADELE,gracious,4,0.00024185259084587944,0.0008366724998215847
ADELE,gravity,1,6.046314771146986e-05,0.00014870497724392632
ADELE,great,1,6.046314771146986e-05,8.824182953245646e-05
ADELE,greatest,1,6.046314771146986e-05,0.00011333630315715225
ADELE,greed,1,6.046314771146986e-05,0.00020916812495539618
